ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
2433	2	1	22	0	1	3000	0	1	1	0	0	1	0	1	4	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
2434	1	2	23	0	0	5000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	11.4	0.25	3.81	11	0.9	7
2438	2	1	43	0	0	1000	0	1	1	0	1	11	0	0	2	1	0	0	0	0	21	0.42	7.01	22	1.95	10.5
2440	2	1	20	0	1	4000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2446	1	1	49	1	0	14000	1	1	2	1	0	6	0	1	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2448	2	2	27	0	0	6000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2454	2	1	20	0	1	35000	1	1	2	1	0	1	0	1	4	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2461	2	1	24	0	1	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2464	1	2	33	0	1	3000	0	1	1	0	0	1	0	1	1	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2475	1	7	51	1	0	10000	1	1	1	0	0	11	0	0	3	0	0	1	0	0	27	0.48	9.02	27.5	2.35	3.8
2480	1	1	48	1	1	9000	1	1	1	0	1	8	1	0	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
2482	1	1	20	0	0	10000	1	1	3	1	1	6	0	1	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2487	1	1	21	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	1	0	0	14.2	0.33	4.74	16.26	1.45	3.8
2489	1	2	32	0	0	5000	0	1	1	0	1	2	0	1	1	1	0	0	0	0	8.2	0.2	2.74	9.2	0.9	3.8
2494	2	1	20	0	1	10000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2497	1	1	21	0	0	28000	1	1	4	1	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2498	2	1	23	0	1	8000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2506	2	1	22	0	0	8000	1	1	1	0	0	8	1	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2508	2	4	42	0	1	10000	1	1	2	1	0	11	0	0	5	0	1	0	0	0	18.9	0.4	6.31	20.4	1.22	7
2509	2	2	45	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2512	2	1	59	1	0	5000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2516	2	1	22	0	0	4000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2522	1	1	26	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2530	2	1	59	1	0	4000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	15.1	0.33	5.04	16.2	1.32	7.5
2536	1	1	23	0	1	5000	0	1	3	1	1	6	0	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2539	2	1	59	1	0	3000	0	1	1	0	0	6	0	1	3	0	0	0	0	0	9.9	0.25	3.31	11.8	1.02	7.5
2541	1	1	56	1	0	10000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
2543	2	1	23	0	0	9000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	14.3	0.42	4.78	18.74	1.38	3.8
2544	1	2	27	0	1	10000	1	1	2	1	0	8	1	0	0	1	0	0	1	0	13.1	0.38	4.38	14.7	1.33	3.8
2548	2	1	25	0	1	3000	0	1	1	0	1	10	0	0	5	0	1	0	0	0	29.4	0.53	9.82	41.5	1.9	10.7
2556	2	1	25	0	1	7000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2560	1	2	27	0	0	10000	1	1	3	1	0	8	1	0	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2561	1	2	25	0	1	10000	1	1	1	0	0	10	0	0	1	1	0	0	0	0	14.3	0.42	4.78	18.74	1.38	3.8
2563	2	1	21	0	0	1000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2569	2	1	22	0	0	2000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
2571	2	1	23	0	0	18000	1	1	2	1	1	6	0	1	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2574	2	1	25	0	0	6000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2578	1	1	26	0	1	7000	0	1	3	1	1	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2582	2	1	23	0	1	3000	0	1	1	0	0	2	0	1	5	0	1	1	0	0	12.3	0.33	4.11	20.7	1.38	7.5
2584	2	2	28	0	0	6000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2592	1	2	25	0	1	20000	1	1	2	1	1	8	1	0	3	0	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2597	1	2	25	0	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2612	1	1	23	0	1	5000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
2615	2	1	23	0	0	7000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
2619	2	2	23	0	0	8000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2636	1	2	53	1	0	10000	1	1	1	0	0	6	0	1	1	1	0	0	1	0	19.7	0.5	6.58	21.79	2.1	17.8
2639	1	2	29	0	0	12000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2644	1	2	64	1	0	14000	1	1	2	1	1	6	0	1	0	1	0	0	0	1	14.9	0.32	4.98	17.6	1.72	3.8
2654	2	2	37	0	0	3000	0	1	1	0	0	11	0	0	1	1	0	0	0	0	50.4	0.75	16.83	65	6.32	28.45
2656	2	1	20	0	1	7000	0	1	1	0	1	1	0	1	4	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2657	1	7	62	1	0	16000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
2661	2	1	20	0	1	6000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2670	1	1	27	0	0	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2678	1	1	24	0	0	5000	0	1	3	1	1	6	0	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2679	1	1	23	0	1	8000	1	1	1	0	0	1	0	1	4	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2681	1	2	34	0	1	8000	1	1	1	0	0	7	0	0	1	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2687	2	1	21	0	1	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2688	2	2	27	0	0	16000	1	1	3	1	0	2	0	1	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2698	2	1	29	0	1	7000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2701	2	2	26	0	0	2000	0	1	1	0	0	1	0	1	4	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2702	1	7	63	1	1	18000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
2704	2	1	21	0	0	6000	0	1	2	1	0	6	0	1	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2705	2	1	18	0	1	12000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2706	2	2	26	0	1	18000	1	1	1	0	0	1	0	1	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2709	1	1	21	0	0	7000	0	1	3	1	0	1	0	1	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2712	1	1	23	0	1	20000	1	1	2	1	1	9	0	0	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
2715	1	2	31	0	1	12000	1	1	1	0	1	10	0	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2716	2	1	50	1	0	3000	0	1	1	0	1	6	0	1	3	0	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2722	1	2	31	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2725	2	1	22	0	1	5000	0	1	2	1	1	6	0	1	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
2736	1	1	20	0	1	35000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2747	2	2	26	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
2753	1	1	25	0	0	3000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2756	2	1	21	0	0	12000	1	1	2	1	0	1	0	1	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2759	2	1	32	0	0	1000	0	1	1	0	1	6	0	1	2	1	0	0	0	0	53.4	0.77	17.84	55.7	4.45	28.45
2760	1	7	29	0	0	2000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2762	1	1	21	0	1	35000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	23	0.47	7.68	32	2.85	19.8
2763	1	1	19	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2766	2	1	23	0	1	5000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2767	2	1	20	0	1	4000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	27.9	0.53	9.32	36	1.82	10.7
2768	2	1	21	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
2778	2	1	19	0	1	1000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2782	2	1	40	0	0	2000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2783	2	1	18	0	1	10000	1	1	3	1	0	6	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2784	1	1	22	0	1	7000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
2785	2	1	22	0	0	7000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2786	1	2	43	0	0	3000	0	1	2	1	1	2	0	1	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2787	2	2	38	0	0	3000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2789	2	2	29	0	0	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2791	1	4	33	0	0	12000	1	1	1	0	0	11	0	0	2	1	0	1	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2797	1	1	24	0	1	2000	0	1	1	0	1	11	0	0	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
2800	2	2	54	1	1	7000	0	1	2	1	1	8	1	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2807	2	1	25	0	0	5000	0	1	1	0	1	2	0	1	3	0	0	0	0	0	28.8	0.53	9.62	25.5	2.43	10.5
2808	1	2	28	0	1	8000	1	1	1	0	0	2	0	1	5	0	1	1	0	0	13.5	0.4	4.51	16.4	1.63	3.8
2811	1	1	24	0	1	10000	1	1	2	1	1	8	1	0	3	0	0	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
2816	2	2	32	0	0	4000	0	1	1	0	0	2	0	1	3	0	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2818	2	1	25	0	0	4000	0	1	2	1	0	6	0	1	0	1	0	0	1	0	11.8	0.33	3.94	15.7	1.57	9.3
2825	1	2	30	0	0	18000	1	1	1	0	1	8	1	0	3	0	0	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
2828	2	1	28	0	1	8000	1	1	1	0	1	7	0	0	4	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2834	2	2	29	0	1	8000	1	1	1	0	1	8	1	0	3	0	0	0	0	0	22.6	0.57	7.55	24.6	1.98	14.6
2838	2	1	22	0	0	10000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2839	1	1	23	0	1	6000	0	1	3	1	0	1	0	1	5	0	1	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
2840	1	7	58	1	1	35000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2841	2	2	29	0	0	10000	1	1	3	1	0	7	0	0	5	0	1	0	0	0	11.6	0.28	3.87	13.4	1.15	3.8
2842	2	1	23	0	0	16000	1	1	2	1	1	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2843	2	1	33	0	0	1000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	66.8	0.87	22.31	75.4	6.23	13.3
2848	1	1	22	0	1	20000	1	1	2	1	0	1	0	1	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2850	2	2	34	0	1	4000	0	1	1	0	1	8	1	0	5	0	1	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2851	2	1	22	0	1	10000	1	1	3	1	0	1	0	1	5	0	1	0	0	0	18.9	0.43	6.31	20.1	1.45	10.8
2852	1	1	24	0	0	8000	1	1	3	1	0	6	0	1	4	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
2861	2	2	30	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	5.1	0.17	1.7	8	0.83	3.8
2868	2	2	54	1	1	5000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
2884	2	1	24	0	1	3000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
2888	2	1	20	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
2892	2	1	24	0	0	6000	0	1	1	0	1	11	0	0	5	0	1	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
2894	1	2	24	0	0	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2897	1	1	21	0	1	3000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2898	1	1	26	0	1	24000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2901	2	1	18	0	1	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2904	1	2	48	1	0	6000	0	1	1	0	0	6	0	1	2	1	0	0	0	0	13.5	0.28	4.51	14.73	1.68	3.8
2912	2	1	24	0	1	6000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2921	2	1	24	0	1	10000	1	1	1	0	0	8	1	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2926	2	1	21	0	1	4000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2932	1	1	21	0	1	35000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2940	1	1	22	0	0	12000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2952	2	1	24	0	0	12000	1	1	1	0	0	8	1	0	1	1	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2955	2	1	23	0	1	7000	0	1	2	1	0	2	0	1	3	0	0	0	0	0	13	0.35	4.34	16.5	1.63	16.59
2962	1	1	19	0	1	12000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2966	2	1	20	0	0	5000	0	1	1	0	0	11	0	0	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2970	2	1	51	1	1	7000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2977	1	1	23	0	1	18000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
2978	2	1	21	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	50.3	0.9	16.8	54.8	3.57	21.5
2979	1	2	28	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	11.4	0.3	3.81	14	1.32	22.7
2982	2	1	22	0	1	5000	0	1	2	1	0	6	0	1	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
2987	2	1	21	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
3000	1	2	28	0	1	4000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	21.8	0.65	7.28	36.7	4.45	32.59
3004	2	7	50	1	0	35000	1	1	1	0	1	1	0	1	5	0	1	1	0	0	14.2	0.33	4.74	15.9	1.38	3.8
3010	1	2	32	0	1	4000	0	1	1	0	0	2	0	1	2	1	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3016	2	1	21	0	0	20000	1	1	2	1	0	1	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3025	2	1	23	0	0	7000	0	1	1	0	0	11	0	0	0	1	0	1	0	0	11.8	0.33	3.94	15.7	1.57	9.3
3027	1	5	51	1	1	10000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3029	2	1	20	0	0	1000	0	1	1	0	0	8	1	0	4	0	1	1	0	0	23.4	0.48	7.82	34	1.65	10.7
3033	1	1	23	0	1	6000	0	1	1	0	1	8	1	0	1	1	0	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
3035	2	1	19	0	0	20000	1	1	1	0	1	2	0	1	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3036	2	2	29	0	0	6000	0	1	1	0	1	8	1	0	2	1	0	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
3037	2	3	24	0	1	22000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
3039	2	2	32	0	1	8000	1	1	1	0	1	8	1	0	1	1	0	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3040	2	1	21	0	0	1000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3043	2	1	21	0	0	4000	0	1	1	0	0	8	1	0	3	0	0	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
3044	2	1	20	0	0	2000	0	1	1	0	0	1	0	1	4	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
3047	2	1	21	0	0	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
3048	1	2	39	0	0	7000	0	1	1	0	0	8	1	0	0	1	0	0	1	0	36	0.63	12.02	38.4	3.57	29.9
3053	2	1	23	0	0	7000	0	1	1	0	0	6	0	1	0	1	0	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
3054	2	1	19	0	0	10000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3055	1	1	22	0	1	4000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3056	1	1	44	0	1	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	5.5	0.18	1.84	6.4	0.67	3.8
3061	2	1	25	0	1	5000	0	1	1	0	1	1	0	1	4	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
3062	1	1	23	0	0	10000	1	1	2	1	1	8	1	0	5	0	1	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
3064	1	7	33	0	0	8000	1	1	1	0	0	6	0	1	3	0	0	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
3068	2	1	45	0	1	35000	1	1	3	1	0	11	0	0	0	1	0	0	0	1	27.4	0.45	9.15	27.17	2.25	12.1
3069	1	1	36	0	1	8000	1	1	1	0	1	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3074	2	2	28	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
3076	2	1	24	0	0	6000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3080	2	1	25	0	0	4000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3081	2	2	27	0	1	10000	1	1	3	1	1	8	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3082	1	2	31	0	0	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3084	2	1	25	0	1	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	37.8	0.63	12.63	38.3	2.13	7
3086	1	1	24	0	1	7000	0	1	3	1	0	8	1	0	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3088	1	2	32	0	1	6000	0	1	2	1	0	8	1	0	0	1	0	1	0	0	9.1	0.2	3.04	11	1.1	16.6
3092	2	1	23	0	0	3000	0	1	2	1	1	1	0	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
3095	1	2	40	0	1	18000	1	1	1	0	0	3	0	0	5	0	1	0	0	0	7.4	0.17	2.47	9	0.83	3.8
3097	1	2	38	0	1	16000	1	1	1	0	1	8	1	0	2	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3098	2	2	28	0	1	10000	1	1	1	0	1	8	1	0	2	1	0	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
3099	2	1	32	0	0	14000	1	1	1	0	1	3	0	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3101	2	1	33	0	0	4000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	16	0.38	5.34	17.7	1.3	7
3103	2	2	29	0	1	6000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
3106	1	7	77	1	1	10000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
3107	1	1	35	0	1	3000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3109	2	1	19	0	0	22000	1	1	2	1	1	2	0	1	2	1	0	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
3115	1	1	24	0	1	10000	1	1	3	1	1	8	1	0	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
3116	2	1	20	0	1	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	28.8	0.53	9.62	25.5	2.43	10.5
3118	1	1	44	0	0	6000	0	1	2	1	1	6	0	1	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
3122	1	4	31	0	0	10000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
3123	1	6	30	0	1	14000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3124	1	1	60	1	0	3000	0	1	2	1	0	6	0	1	2	1	0	0	0	0	41.5	0.83	13.86	51.1	4.6	29.8
3132	2	1	20	0	0	16000	1	1	2	1	1	8	1	0	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3133	1	2	27	0	0	14000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
3135	1	3	49	1	0	12000	1	1	1	0	1	2	0	1	2	1	0	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
3136	1	2	26	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
3137	1	4	55	1	1	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3141	1	4	52	1	0	7000	0	1	1	0	0	10	0	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3143	1	2	47	1	1	16000	1	1	2	1	0	8	1	0	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
3145	1	2	26	0	0	9000	1	1	1	0	1	8	1	0	5	0	1	1	0	0	12.4	0.25	4.14	21.1	1.37	10.7
3148	2	1	42	0	1	12000	1	1	1	0	1	6	0	1	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
3149	2	1	49	1	0	5000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	29.2	0.6	9.75	39.2	1.78	10.7
3150	2	1	21	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
3151	2	1	23	0	0	1000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	18	0.42	6.01	19.1	1.38	10.8
3153	1	4	44	0	1	4000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3155	1	7	52	1	0	26000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
3156	2	2	39	0	1	10000	1	1	1	0	0	8	1	0	0	1	0	0	0	1	18.9	0.43	6.31	20.1	1.45	10.8
3159	1	2	26	0	0	14000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3163	2	2	27	0	1	6000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
3167	2	2	28	0	1	3000	0	1	1	0	1	8	1	0	2	1	0	0	0	0	13.3	0.4	4.44	13.6	1.2	7.5
3168	1	2	51	1	1	10000	1	1	1	0	1	6	0	1	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3170	1	4	50	1	1	10000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
