ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Acess_PNT	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
1868	1	2	26	0	1	3000	0	1	1	0	0	8	1	0	0	0	1	0	0	1	0	31.7	0.57	10.59	46.2	2.23	10.7
1875	2	2	36	0	0	5000	0	1	1	0	0	8	1	0	1	3	0	0	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1878	1	2	25	0	1	10000	1	1	2	1	1	8	1	0	1	5	0	1	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1881	1	1	23	0	1	16000	1	1	3	1	0	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1902	1	1	25	0	0	8000	1	1	1	0	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1912	1	2	33	0	0	16000	1	1	1	0	0	6	0	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1913	1	2	24	0	1	6000	0	1	1	0	1	8	1	0	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
1918	1	1	21	0	1	10000	1	1	2	1	1	1	0	1	1	3	0	0	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1919	2	2	26	0	0	24000	1	1	1	0	0	2	0	1	0.73	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1921	1	2	26	0	0	18000	1	1	2	1	1	8	1	0	0.1	0	1	0	0	1	0	22.8	0.45	7.62	22.7	2.08	10.5
1928	1	2	29	0	1	10000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1929	1	2	42	0	1	14000	1	1	1	0	1	8	1	0	0.99	2	1	0	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1930	2	1	19	0	0	5000	0	1	2	1	0	11	0	0	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
1933	1	2	43	0	1	12000	1	1	1	0	0	8	1	0	0.1	0	1	0	0	1	0	27.4	0.45	9.15	27.17	2.25	12.1
1935	2	2	24	0	0	2000	0	1	1	0	0	6	0	1	1	2	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
1947	2	1	21	0	1	12000	1	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1949	2	2	31	0	0	20000	1	1	1	0	1	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1955	2	2	28	0	0	6000	0	1	2	1	0	6	0	1	0.74	5	0	1	0	0	0	37.8	0.63	12.63	38.3	2.13	7
1961	2	1	19	0	0	4000	0	1	2	1	1	6	0	1	0	2	1	0	1	0	0	45.8	0.78	15.3	48.6	2.12	7
1971	2	2	26	0	0	10000	1	1	2	1	0	2	0	1	0.16	0	1	0	0	1	0	11.8	0.33	3.94	15.7	1.57	9.3
1972	1	2	31	0	1	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
1973	1	1	24	0	1	16000	1	1	4	1	0	9	0	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1974	1	1	19	0	0	4000	0	1	2	1	0	2	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1984	1	2	34	0	1	10000	1	1	1	0	0	8	1	0	0.72	1	1	0	0	0	0	12.4	0.25	4.14	21.1	1.37	10.7
1985	2	2	27	0	0	6000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1990	1	1	62	1	0	9000	1	1	1	0	0	2	0	1	0.85	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
1994	2	1	20	0	1	4000	0	1	1	0	0	8	1	0	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1996	1	1	21	0	1	20000	1	1	2	1	0	2	0	1	0.14	5	0	1	1	0	0	13.3	0.37	4.44	17	1.65	9.3
1997	1	1	23	0	1	10000	1	1	3	1	1	9	0	0	0.77	4	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2000	2	1	21	0	1	6000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
2001	2	1	20	0	0	3000	0	1	1	0	1	11	0	0	0.99	5	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
2004	2	1	22	0	0	3000	0	1	1	0	0	6	0	1	0.1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2009	2	1	25	0	0	5000	0	1	1	0	1	8	1	0	0.1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2011	1	2	32	0	0	5000	0	1	1	0	0	7	0	0	0.37	0	1	0	0	1	0	14.2	0.33	4.74	15.9	1.38	3.8
2014	1	2	29	0	0	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2015	1	2	29	0	1	10000	1	1	1	0	0	8	1	0	1	5	0	1	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2022	1	2	27	0	0	6000	0	1	1	0	0	2	0	1	1	5	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
2025	2	1	54	1	0	2000	0	1	1	0	1	11	0	0	0.01	0	1	0	0	1	0	36	0.8	12.02	45.3	2.53	24.1
2026	1	1	21	0	1	4000	0	1	2	1	0	8	1	0	0.6	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2030	2	2	57	1	0	14000	1	1	1	0	0	6	0	1	0.48	1	1	0	0	0	0	14.2	0.33	4.74	16.26	1.45	3.8
2031	1	1	21	0	1	20000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2039	1	1	23	0	0	10000	1	1	4	1	1	6	0	1	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2044	2	2	28	0	1	10000	1	1	2	1	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2048	1	2	31	0	0	12000	1	1	2	1	1	9	0	0	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2050	2	1	20	0	1	2000	0	1	2	1	0	8	1	0	0.98	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
2051	1	1	24	0	1	14000	1	1	2	1	1	8	1	0	0	4	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2055	1	1	25	0	0	8000	1	1	2	1	0	2	0	1	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2058	1	2	26	0	1	14000	1	1	2	1	0	7	0	0	0.09	5	0	1	0	0	0	18.5	0.45	6.18	19.2	1.38	7
2063	1	1	22	0	1	16000	1	1	2	1	0	8	1	0	0.73	5	0	1	0	0	0	11.8	0.25	3.94	12.1	1.12	7
2065	2	2	37	0	0	3000	0	1	1	0	0	2	0	1	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2068	1	2	26	0	0	10000	1	1	1	0	0	9	0	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2071	2	1	29	0	1	2000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
2077	1	1	58	1	0	6000	0	1	1	0	0	6	0	1	0	3	0	0	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2079	1	2	33	0	1	14000	1	1	1	0	0	8	1	0	0.37	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2085	2	1	19	0	1	8000	1	1	2	1	0	1	0	1	1	4	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2092	2	2	30	0	1	4000	0	1	1	0	1	6	0	1	0.37	3	0	0	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2097	2	2	41	0	0	10000	1	1	1	0	0	6	0	1	0.99	0	1	0	0	1	0	16.1	0.37	5.38	16	1.23	7.5
2101	2	1	18	0	1	5000	0	1	2	1	0	2	0	1	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2102	2	1	18	0	1	8000	1	1	1	0	0	8	1	0	0	0	1	0	0	1	0	14.9	0.33	4.98	18.9	1.32	12.4
2107	1	2	28	0	0	5000	0	1	1	0	0	2	0	1	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2108	2	2	27	0	0	9000	1	1	1	0	0	8	1	0	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2109	2	1	22	0	0	10000	1	1	2	1	1	6	0	1	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
2127	2	2	29	0	0	2000	0	1	1	0	0	6	0	1	1	0	1	0	0	0	1	12.3	0.33	4.11	16.74	1.5	3.8
2128	2	1	28	0	1	10000	1	1	2	1	1	6	0	1	0	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2132	2	1	19	0	0	9000	1	1	1	0	0	2	0	1	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2135	2	1	24	0	1	9000	1	1	2	1	0	1	0	1	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2136	2	2	25	0	1	2000	0	1	1	0	0	8	1	0	0	1	1	0	0	0	0	62.1	0.9	20.74	99.9	5.08	14.05
2141	1	2	57	1	0	16000	1	1	2	1	0	8	1	0	0.37	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2142	1	2	29	0	0	3000	0	1	2	1	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2145	1	2	43	0	0	8000	1	1	1	0	1	2	0	1	0.68	2	1	0	1	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2146	2	1	25	0	1	10000	1	1	2	1	1	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2147	2	2	29	0	1	4000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	62.1	0.9	20.74	99.9	5.08	14.05
2150	1	2	34	0	1	3000	0	1	1	0	1	8	1	0	1	2	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2151	2	1	24	0	0	5000	0	1	1	0	0	2	0	1	0.34	5	0	1	0	0	0	23.2	0.5	7.75	26.9	1.82	10.8
2163	1	1	20	0	0	5000	0	1	2	1	1	8	1	0	1	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
2164	2	2	28	0	0	16000	1	1	2	1	0	6	0	1	0	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2171	2	1	20	0	0	3000	0	1	2	1	1	6	0	1	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2172	1	1	21	0	0	10000	1	1	4	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2181	1	2	31	0	0	10000	1	1	2	1	0	11	0	0	0	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2182	1	2	40	0	0	12000	1	1	1	0	1	2	0	1	0.27	2	1	0	0	0	0	14.7	0.38	4.91	14.9	1.65	11.4
2185	2	1	20	0	0	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2186	2	2	44	0	1	12000	1	1	1	0	0	1	0	1	1	2	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2188	1	1	19	0	0	5000	0	1	1	0	0	2	0	1	1	5	0	1	0	0	0	14.1	0.4	4.71	17.6	1.73	16.59
2198	2	2	23	0	1	5000	0	1	2	1	1	8	1	0	0.99	3	0	0	0	0	0	13	0.28	4.34	14.1	1.08	7.5
2200	2	1	24	0	1	1000	0	1	1	0	1	8	1	0	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2204	1	1	23	0	1	8000	1	1	1	0	1	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2209	2	2	30	0	0	2000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2211	1	1	22	0	1	3000	0	1	1	0	0	9	0	0	1	5	0	1	1	0	0	13	0.35	4.34	16.5	1.63	16.59
2214	2	1	19	0	1	2000	0	1	1	0	0	1	0	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2218	2	1	22	0	0	5000	0	1	1	0	0	8	1	0	0.77	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2237	2	1	25	0	0	4000	0	1	1	0	0	6	0	1	0.18	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
2240	2	2	26	0	0	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2242	2	1	28	0	1	1000	0	1	3	1	0	8	1	0	0	3	0	0	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2245	2	1	27	0	0	7000	0	1	1	0	0	6	0	1	0.37	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2249	1	2	25	0	1	8000	1	1	2	1	0	9	0	0	0	5	0	1	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
2252	2	1	30	0	1	3000	0	1	1	0	0	8	1	0	0.67	3	0	0	0	0	0	21.1	0.4	7.05	21	1.38	7.5
2256	1	2	34	0	0	5000	0	1	2	1	0	8	1	0	0.16	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2261	1	2	37	0	0	7000	0	1	2	1	0	9	0	0	0	2	1	0	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2266	2	2	28	0	1	3000	0	1	1	0	0	1	0	1	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2283	2	1	33	0	0	5000	0	1	1	0	0	6	0	1	0	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2294	1	2	27	0	0	3000	0	1	1	0	0	2	0	1	1	0	1	0	0	0	1	8.1	0.23	2.71	9.6	0.85	3.8
2296	2	2	25	0	0	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	10.1	0.28	3.37	12.1	1.28	11.85
2297	2	1	21	0	1	8000	1	1	3	1	0	8	1	0	0	5	0	1	0	0	0	54.8	1.03	18.3	77	3.82	26.7
2304	2	1	22	0	1	5000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2308	2	1	20	0	1	18000	1	1	1	0	0	8	1	0	0.77	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2325	2	1	21	0	0	1000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	10.1	0.28	3.37	12.1	1.28	11.85
2339	1	2	27	0	0	3000	0	1	2	1	0	2	0	1	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2343	2	1	21	0	1	30000	1	1	1	0	0	8	1	0	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2345	1	2	41	0	1	35000	1	1	2	1	0	3	0	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2348	2	2	30	0	0	7000	0	1	2	1	0	8	1	0	0.86	3	0	0	0	0	0	21.6	0.42	7.21	31.8	1.55	10.7
2354	1	2	31	0	1	14000	1	1	1	0	0	4	0	0	1	1	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2361	2	1	22	0	0	4000	0	1	1	0	0	2	0	1	0.37	2	1	0	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2367	1	2	31	0	0	3000	0	1	1	0	0	2	0	1	0	5	0	1	1	0	0	9.9	0.25	3.31	11.8	1.02	7.5
2370	2	1	48	1	0	5000	0	1	2	1	1	2	0	1	0.77	5	0	1	1	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2377	2	1	25	0	1	1000	0	1	1	0	1	2	0	1	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2388	2	1	20	0	0	2000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2395	1	2	32	0	1	2000	0	1	2	1	0	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2399	1	1	21	0	1	22000	1	1	2	1	0	8	1	0	0.1	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2400	2	1	21	0	1	2000	0	1	1	0	1	8	1	0	0	4	0	1	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2405	1	1	22	0	1	7000	0	1	2	1	0	8	1	0	0.18	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2406	1	2	44	0	0	5000	0	1	1	0	0	6	0	1	1	4	0	1	0	0	0	23.55	0.5	7.86	33.31	1.98	10.7
2409	2	1	27	0	0	10000	1	1	2	1	0	2	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2412	1	1	22	0	1	12000	1	1	2	1	1	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2414	2	1	21	0	1	6000	0	1	1	0	1	8	1	0	0.16	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2416	1	2	31	0	0	20000	1	1	1	0	1	8	1	0	1	0	1	0	0	0	1	13.1	0.38	4.38	14.7	1.33	3.8
2419	2	1	22	0	1	16000	1	1	2	1	0	9	0	0	0.96	4	0	1	0	0	0	6.1	0.17	2.04	7.6	0.77	3.8
2422	2	1	22	0	1	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2425	1	1	34	0	0	4000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	11.4	0.3	3.81	13.3	1.28	3.8
2426	1	2	33	0	0	10000	1	1	2	1	0	8	1	0	1	2	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2429	1	2	25	0	0	7000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2433	2	1	22	0	1	3000	0	1	1	0	0	1	0	1	0.14	4	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
2434	1	2	23	0	0	5000	0	1	2	1	0	2	0	1	0.52	5	0	1	0	0	0	11.4	0.25	3.81	11	0.9	7
2438	2	1	43	0	0	1000	0	1	1	0	1	11	0	0	0.37	2	1	0	0	0	0	21	0.42	7.01	22	1.95	10.5
2440	2	1	20	0	1	4000	0	1	1	0	0	2	0	1	0.6	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2446	1	1	49	1	0	14000	1	1	2	1	0	6	0	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2448	2	2	27	0	0	6000	0	1	1	0	0	8	1	0	0.68	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2454	2	1	20	0	1	35000	1	1	2	1	0	1	0	1	0.37	4	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2461	2	1	24	0	1	2000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2464	1	2	33	0	1	3000	0	1	1	0	0	1	0	1	0.16	1	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2480	1	1	48	1	1	9000	1	1	1	0	1	8	1	0	0.85	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
2482	1	1	20	0	0	10000	1	1	3	1	1	6	0	1	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2487	1	1	21	0	1	3000	0	1	1	0	0	8	1	0	0.48	5	0	1	1	0	0	14.2	0.33	4.74	16.26	1.45	3.8
2489	1	2	32	0	0	5000	0	1	1	0	1	2	0	1	1	1	1	0	0	0	0	8.2	0.2	2.74	9.2	0.9	3.8
2494	2	1	20	0	1	10000	1	1	1	0	0	2	0	1	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2497	1	1	21	0	0	28000	1	1	4	1	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2498	2	1	23	0	1	8000	1	1	1	0	0	8	1	0	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2506	2	1	22	0	0	8000	1	1	1	0	0	8	1	0	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2509	2	2	45	0	1	4000	0	1	1	0	0	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2512	2	1	59	1	0	5000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2516	2	1	22	0	0	4000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2522	1	1	26	0	1	3000	0	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2530	2	1	59	1	0	4000	0	1	2	1	0	1	0	1	1	5	0	1	0	0	0	15.1	0.33	5.04	16.2	1.32	7.5
2536	1	1	23	0	1	5000	0	1	3	1	1	6	0	1	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2539	2	1	59	1	0	3000	0	1	1	0	0	6	0	1	0	3	0	0	0	0	0	9.9	0.25	3.31	11.8	1.02	7.5
2541	1	1	56	1	0	10000	1	1	2	1	0	6	0	1	0.84	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
2543	2	1	23	0	0	9000	1	1	1	0	1	8	1	0	0.32	5	0	1	0	0	0	14.3	0.42	4.78	18.74	1.38	3.8
2544	1	2	27	0	1	10000	1	1	2	1	0	8	1	0	1	0	1	0	0	1	0	13.1	0.38	4.38	14.7	1.33	3.8
2548	2	1	25	0	1	3000	0	1	1	0	1	10	0	0	0	5	0	1	0	0	0	29.4	0.53	9.82	41.5	1.9	10.7
2556	2	1	25	0	1	7000	0	1	1	0	0	1	0	1	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2560	1	2	27	0	0	10000	1	1	3	1	0	8	1	0	0	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2561	1	2	25	0	1	10000	1	1	1	0	0	10	0	0	0.32	1	1	0	0	0	0	14.3	0.42	4.78	18.74	1.38	3.8
2563	2	1	21	0	0	1000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2569	2	1	22	0	0	2000	0	1	1	0	0	1	0	1	0.99	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
2571	2	1	23	0	0	18000	1	1	2	1	1	6	0	1	0.78	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2574	2	1	25	0	0	6000	0	1	2	1	0	2	0	1	0.6	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2578	1	1	26	0	1	7000	0	1	3	1	1	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2582	2	1	23	0	1	3000	0	1	1	0	0	2	0	1	0	5	0	1	1	0	0	12.3	0.33	4.11	20.7	1.38	7.5
2584	2	2	28	0	0	6000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2592	1	2	25	0	1	20000	1	1	2	1	1	8	1	0	0.16	3	0	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2597	1	2	25	0	1	10000	1	1	2	1	0	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2612	1	1	23	0	1	5000	0	1	1	0	0	11	0	0	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
2615	2	1	23	0	0	7000	0	1	1	0	0	6	0	1	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
2619	2	2	23	0	0	8000	1	1	2	1	0	8	1	0	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2636	1	2	53	1	0	10000	1	1	1	0	0	6	0	1	0	1	1	0	0	1	0	19.7	0.5	6.58	21.79	2.1	17.8
2639	1	2	29	0	0	12000	1	1	3	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2644	1	2	64	1	0	14000	1	1	2	1	1	6	0	1	0	0	1	0	0	0	1	14.9	0.32	4.98	17.6	1.72	3.8
2654	2	2	37	0	0	3000	0	1	1	0	0	11	0	0	0	1	1	0	0	0	0	50.4	0.75	16.83	65	6.32	28.45
2656	2	1	20	0	1	7000	0	1	1	0	1	1	0	1	0	4	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2661	2	1	20	0	1	6000	0	1	1	0	0	8	1	0	0.1	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2670	1	1	27	0	0	10000	1	1	2	1	0	8	1	0	0.6	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2678	1	1	24	0	0	5000	0	1	3	1	1	6	0	1	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2679	1	1	23	0	1	8000	1	1	1	0	0	1	0	1	1	4	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2681	1	2	34	0	1	8000	1	1	1	0	0	7	0	0	1	1	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2687	2	1	21	0	1	12000	1	1	1	0	0	8	1	0	0.77	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2688	2	2	27	0	0	16000	1	1	3	1	0	2	0	1	0.77	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2698	2	1	29	0	1	7000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2701	2	2	26	0	0	2000	0	1	1	0	0	1	0	1	0	4	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2704	2	1	21	0	0	6000	0	1	2	1	0	6	0	1	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2705	2	1	18	0	1	12000	1	1	1	0	1	8	1	0	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2706	2	2	26	0	1	18000	1	1	1	0	0	1	0	1	0.73	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2709	1	1	21	0	0	7000	0	1	3	1	0	1	0	1	0.78	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2712	1	1	23	0	1	20000	1	1	2	1	1	9	0	0	0.84	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
2715	1	2	31	0	1	12000	1	1	1	0	1	10	0	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2716	2	1	50	1	0	3000	0	1	1	0	1	6	0	1	0.77	3	0	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2722	1	2	31	0	0	4000	0	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2725	2	1	22	0	1	5000	0	1	2	1	1	6	0	1	0.99	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
