ID	Choice	Relacao	Age	Male	Income	License	QtdVeic	TripChain	Destino	Frequence	Fds	Quinzenal	Mensal	TTime1_1	Cost_1	WalkTime_1	TTime1_2	Transbordo_2	Cost_2	WalkTime_2
2736	1	1	20	1	35000	1	1	0	8	5	0	0	0	0.5	10	5	0.83	0	8	15
2747	2	2	26	1	4000	1	1	0	8	5	0	0	0	1	6	2.5	0.83	1	8	5
2753	1	1	25	0	3000	1	1	0	2	5	0	0	0	0.67	6	10	0.67	1	8	10
2756	2	1	21	0	12000	1	2	0	1	4	0	0	0	0.67	12	2.5	0.83	0	8	5
2760	1	7	29	0	2000	1	1	0	2	5	0	0	0	0.5	14	2.5	1	1	8	10
2763	1	1	19	0	2000	1	1	0	8	5	0	0	0	0.5	10	2.5	0.83	0	10	15
2766	2	1	23	1	5000	1	1	0	8	4	0	0	0	0.67	12	2.5	1.33	1	8	20
2768	2	1	21	1	4000	1	1	0	8	5	0	0	0	0.67	8	10	1.17	1	8	25
2778	2	1	19	1	1000	1	1	0	11	5	0	0	0	1	30	2.5	2.5	0	2	10
2782	2	1	40	0	2000	1	1	0	6	4	0	0	0	0.5	12	5	0.67	0	12	5
2783	2	1	18	1	10000	1	3	0	6	5	0	0	0	1	30	2.5	1.5	1	12	40
2784	1	1	22	1	7000	1	2	1	8	5	0	0	0	0.67	12	5	1.25	1	14	17.5
2785	2	1	22	0	7000	1	1	1	8	5	0	0	0	1	30	2.5	1.67	0	16	2.5
2786	1	2	43	0	3000	1	2	1	2	4	0	0	0	0.5	30	5	1.915	1	8	15
2787	2	2	38	0	3000	1	1	1	2	5	0	0	0	0.5	10	5	2.5	1	8	10
2789	2	2	29	0	3000	1	1	0	8	5	0	0	0	1	20	2.5	1.5	1	12	2.5
2791	1	4	33	0	12000	1	1	0	11	2	1	0	0	0.33	20	2.5	0.83	0	8	15
2797	1	1	24	1	2000	1	1	1	11	1	0	0	0	1	10	5	1.915	1	8	15
2800	2	2	54	1	7000	1	2	1	8	5	1	0	0	0.5	10	5	1.5	0	10	40
2807	2	1	25	0	5000	1	1	1	2	3	0	0	0	0.835	21	5	1.5	1	10	20
2808	1	2	28	1	8000	1	1	0	2	5	1	0	0	0.5	6	5	1	1	8	10
2811	1	1	24	1	10000	1	2	1	8	3	0	0	0	0.67	14	5	1.67	1	8	20
2816	2	2	32	0	4000	1	1	0	2	3	0	0	0	0.67	17	6.25	0.67	0	6	45
2818	2	1	25	0	4000	1	2	0	6	0	0	1	0	0.5	10	3.75	1	1	8	20
2825	1	2	30	0	18000	1	1	1	8	3	1	0	0	0.5	20	10	0.585	0	6	15
2828	2	1	28	1	8000	1	1	1	7	4	0	0	0	0.67	15	7.5	0.83	0	10	60
2838	2	1	22	0	10000	1	1	0	11	5	0	0	0	0.33	10	5	0.5	1	8	2.5
2839	1	1	23	1	6000	1	3	0	1	5	0	0	0	0.33	14	10	0.83	1	8	2.5
2840	1	7	58	1	35000	1	1	0	11	5	0	0	0	0.5	16	2.5	1.5	1	10	10
2841	2	2	29	0	10000	1	3	0	7	5	0	0	0	0.5	14	3.75	1	1	8	30
2842	2	1	23	0	16000	1	2	1	8	5	0	0	0	0.5	10	5	0.5	0	10	20
2848	1	1	22	1	20000	1	2	0	1	5	0	0	0	0.5	30	10	1.17	1	8	15
2850	2	2	34	1	4000	1	1	1	8	5	1	0	0	0.67	15	7.5	1.5	0	16	10
2851	2	1	22	1	10000	1	3	0	1	5	0	0	0	0.5	18	15	1.5	1	8	30
2852	1	1	24	0	8000	1	3	0	6	4	0	0	0	0.67	8	5	1.5	1	8	20
2861	2	2	30	1	4000	1	1	0	8	5	0	0	0	0.17	30	10	0.5	1	4	20
2868	2	2	54	1	5000	1	1	0	8	4	0	0	0	0.5	14	5	1.33	1	12	15
2884	2	1	24	1	3000	1	1	1	6	5	0	0	0	0.5	30	5	1.5	1	10	10
2888	2	1	20	1	5000	1	1	0	8	5	0	0	0	0.33	6	2.5	0.67	1	8	10
2892	2	1	24	0	6000	1	1	1	11	5	0	0	0	0.67	8	10	1.5	1	6	45
2894	1	2	24	0	4000	1	2	0	8	5	0	0	0	0.83	10	20	1.17	1	8	10
2897	1	1	21	1	3000	1	1	0	8	4	0	0	0	0.67	16	15	1.17	1	8	15
2898	1	1	26	1	24000	1	2	1	6	5	0	0	0	1	30	25	1.67	1	12	10
2901	2	1	18	1	4000	1	2	0	8	5	0	0	0	0.915	18	2.5	1	1	12	20
2904	1	2	48	0	6000	1	1	0	6	2	0	0	0	0.33	20	2.5	1	1	8	10
2912	2	1	24	1	6000	1	2	0	8	5	0	0	0	0.75	20	5	1.5	0	8	40
2921	2	1	24	1	10000	1	1	0	8	5	1	0	0	0.5	10	5	1	1	4	10
2926	2	1	21	1	4000	1	2	1	8	5	0	0	0	0.5	10	3.75	0.83	1	8	20
2932	1	1	21	1	35000	1	3	0	8	5	0	0	0	0.17	16	2.5	0.67	1	8	10
2940	1	1	22	0	12000	1	2	0	2	5	0	0	0	0.33	30	15	0.67	1	8	10
2952	2	1	24	0	12000	1	1	0	8	1	0	0	0	0.5	10	2.5	0.83	0	8	25
2955	2	1	23	1	7000	1	2	0	2	3	0	0	0	0.67	6	5	0.83	0	8	20
2962	1	1	19	1	12000	1	2	0	2	5	0	0	0	0.67	10	10	1	1	8	10
2966	2	1	20	0	5000	1	1	0	11	3	0	0	0	0.67	19	6.25	1.33	1	8	10
2970	2	1	51	1	7000	1	1	0	6	4	0	0	0	0.33	10	5	1	1	8	20
2977	1	1	23	1	18000	1	3	0	8	5	0	0	0	0.5	10	10	0.83	1	6	10
2979	1	2	28	1	4000	1	1	0	8	5	0	0	0	0.5	12	15	0.67	1	8	10
2982	2	1	22	1	5000	1	2	0	6	4	0	0	0	0.58	12	36.25	0.5	0	8	20
2987	2	1	21	1	5000	1	1	0	8	5	0	0	0	0.67	8	5	1.17	1	8	10
3004	2	7	50	0	35000	1	1	1	1	5	1	0	0	0.5	10	5	0.5	0	8	15
3016	2	1	21	0	20000	1	2	0	1	5	0	0	0	0.83	20	5	1.33	1	16	5
3025	2	1	23	0	7000	1	1	0	11	0	1	0	0	0.5	10	3.75	1.5	1	8	5
3027	1	5	51	1	10000	1	1	0	11	5	0	0	0	0.33	16	2.5	1	1	8	10
3033	1	1	23	1	6000	1	1	1	8	1	0	0	0	0.5	20	2.5	1.33	1	8	20
3035	2	1	19	0	20000	1	1	1	2	5	0	0	0	0.5	12	5	0.83	0	8	15
3036	2	2	29	0	6000	1	1	1	8	2	0	0	0	0.67	8	10	1	1	8	15
3037	2	3	24	1	22000	1	1	1	8	5	0	0	0	0.5	10	2.5	0.67	0	8	15
3039	2	2	32	1	8000	1	1	1	8	1	0	0	0	0.835	14	20	0.83	1	12	10
3040	2	1	21	0	1000	1	1	0	8	5	0	0	0	0.67	19	6.25	1.5	1	10	15
3043	2	1	21	0	4000	1	1	0	8	3	0	0	0	0.33	10	2.5	0.67	0	10	10
3044	2	1	20	0	2000	1	1	0	1	4	0	0	0	1	20	2.5	2	1	12	5
3047	2	1	21	0	12000	1	1	0	8	5	0	0	0	0.5	12	3.75	0.67	1	6	30
3048	1	2	39	0	7000	1	1	0	8	0	0	1	0	1.17	20	10	2	1	10	15
3053	2	1	23	0	7000	1	1	0	6	0	1	0	0	0.67	15	7.5	0.5	0	12	20
3054	2	1	19	0	10000	1	1	0	2	5	0	0	0	0.83	20	5	1.5	1	12	30
3056	1	1	44	1	2000	1	1	0	8	5	0	0	0	0.33	4	20	0.33	1	14	2.5
3062	1	1	23	0	10000	1	2	1	8	5	0	0	0	0.33	16	15	0.585	0	6	15
3064	1	7	33	0	8000	1	1	0	6	3	0	0	0	1.17	14	2.5	1.33	1	8	20
3068	2	1	45	1	35000	1	3	0	11	0	0	0	1	0.83	20	5	1	1	10	20
3069	1	1	36	1	8000	1	1	1	1	5	0	0	0	0.33	6	2.5	1	1	8	10
3074	2	2	28	0	4000	1	1	0	8	5	0	0	0	1	20	2.5	2.5	1	12	20
3076	2	1	24	0	6000	1	1	0	2	5	0	0	0	0.835	14	20	1.5	1	12	10
3082	1	2	31	0	5000	1	1	0	8	5	0	0	0	0.33	10	2.5	0.67	1	8	10
3086	1	1	24	1	7000	1	3	0	8	4	0	0	0	0.83	12	30	1	1	8	10
3088	1	2	32	1	6000	1	2	0	8	0	1	0	0	0.33	10	5	0.67	1	8	10
3092	2	1	23	0	3000	1	2	1	1	5	0	0	0	0.5	30	5	0.67	1	8	10
3097	1	2	38	1	16000	1	1	1	8	2	0	0	0	0.33	8	5	1	1	8	10
3098	2	2	28	1	10000	1	1	1	8	2	0	0	0	0.415	9	2.5	0.67	1	8	5
3099	2	1	32	0	14000	1	1	1	3	5	0	0	0	0.5	10	5	0.33	0	8	20
3103	2	2	29	1	6000	1	1	0	8	5	0	0	0	1	6	2.5	1.33	1	10	25
3106	1	7	77	1	10000	1	1	0	8	5	0	0	0	0.5	16	2.5	1.5	1	10	10
3107	1	1	35	1	3000	1	1	1	8	5	0	0	0	1	10	25	1.25	1	14	17.5
3109	2	1	19	0	22000	1	2	1	2	2	0	0	0	0.5	15	5	0.5	0	4	15
3115	1	1	24	1	10000	1	3	1	8	5	1	0	0	0.5	6	5	0.67	1	8	10
3116	2	1	20	1	2000	1	1	0	8	5	0	0	0	0.835	21	5	1.33	1	12	10
3118	1	1	44	0	6000	1	2	1	6	5	0	0	0	0.5	6	2.5	1.67	1	8	20
3122	1	4	31	0	10000	1	1	0	11	5	0	0	0	0.17	6	2.5	0.83	1	10	10
3123	1	6	30	1	14000	1	1	0	8	5	0	0	0	0.83	20	2.5	1.67	1	12	10
3132	2	1	20	0	16000	1	2	1	8	4	0	0	0	0.5	10	5	0.67	1	8	10
3133	1	2	27	0	14000	1	1	0	8	5	0	0	0	0.33	10	30	0.83	0	10	15
3135	1	3	49	0	12000	1	1	1	2	2	0	0	0	0.67	12	10	0.83	0	8	15
3136	1	2	26	0	2000	1	1	0	8	5	0	0	0	0.5	6	2.5	0.92	1	9	25
3137	1	4	55	1	5000	1	1	0	2	5	0	0	0	0.83	18	2.5	1.67	1	12	10
3141	1	4	52	0	7000	1	1	0	10	5	1	0	0	0.67	12	2.5	1	1	8	10
3145	1	2	26	0	9000	1	1	1	8	5	1	0	0	0.33	10	10	0.915	1	11	12.5
3148	2	1	42	1	12000	1	1	1	6	5	0	0	0	0.33	12	2.5	2	1	12	5
3153	1	4	44	1	4000	1	1	0	11	5	0	0	0	1	12	5	1.67	1	12	10
3156	2	2	39	1	10000	1	1	0	8	0	0	0	1	0.5	18	15	1	1	8	20
3159	1	2	26	0	14000	1	2	0	8	5	0	0	0	0.33	10	2.5	0.67	1	8	10
3163	2	2	27	1	6000	1	1	1	2	5	0	0	0	0.67	20	10	1.5	0	8	20
3168	1	2	51	1	10000	1	1	1	6	3	0	0	0	0.67	20	2.5	1.415	1	7	15
3170	1	4	50	1	10000	1	2	0	6	5	0	0	0	1	30	2.5	1.67	1	12	10
3175	2	1	33	1	3000	1	1	1	6	5	0	0	0	0.835	14	20	1.17	1	14	25
3179	1	5	25	1	3000	1	2	0	3	5	0	0	0	0.5	30	10	0.67	0	11	12.5
3183	2	1	25	0	6000	1	1	0	2	2	0	0	0	0.915	20	5	1.83	0	12	5
3186	1	2	27	1	5000	1	3	0	8	4	0	0	0	0.67	14	2.5	0.665	0	10	10
3187	2	1	22	0	3000	1	1	1	6	5	0	0	0	0.17	30	10	1.33	1	12	15
3189	2	1	22	1	20000	1	2	0	8	5	0	0	0	0.83	20	5	1.5	1	6	20
3194	2	1	27	0	5000	1	1	0	6	3	0	0	0	0.17	30	10	0.17	1	10	35
3195	1	7	45	0	16000	1	2	0	2	5	0	0	0	0.5	10	2.5	0.75	1	8	10
3196	1	1	21	1	7000	1	1	1	11	3	0	0	0	0.83	14	5	1.67	1	14	20
3197	1	2	50	0	18000	1	2	0	2	5	0	0	0	0.83	16	10	1.33	1	8	20
3205	2	1	22	0	5000	1	1	0	2	5	0	0	0	0.585	30	5	1	1	8	10
3213	2	1	22	1	3000	1	1	0	6	5	0	0	0	0.835	14	20	2.67	1	12	30
3218	1	1	58	0	7000	1	1	1	6	5	0	0	0	0.67	16	5	1	1	8	10
3219	1	2	29	0	7000	1	1	0	6	0	0	0	1	0.5	4	10	0.83	0	8	15
3221	2	1	22	1	1000	1	1	1	8	5	0	0	0	0.75	20	5	1	1	14	2.5
3222	1	5	29	0	6000	1	3	0	8	5	0	0	0	0.33	6	2.5	0.75	1	8	10
3227	1	1	24	1	8000	1	2	0	8	5	0	0	0	1	20	5	1.67	1	12	10
3231	1	1	19	1	7000	1	3	0	1	5	0	0	0	0.33	8	5	0.67	1	8	10
3237	2	7	34	1	16000	1	1	0	8	5	0	0	0	0.33	6	2.5	0.67	0	8	15
3241	1	2	49	0	9000	1	1	1	8	1	0	0	0	0.5	12	2.5	0.83	0	8	15
3247	1	7	52	1	20000	1	2	0	8	5	0	0	0	0.33	12	10	0.67	1	8	10
3250	1	2	35	0	12000	1	2	0	2	5	0	0	0	1	30	10	1.5	1	2	15
3251	1	1	25	0	7000	1	1	1	8	4	0	0	0	0.67	18	2.5	1.67	1	12	10
3256	1	4	54	0	9000	1	3	1	8	5	0	0	0	0.5	18	5	1.5	1	10	15
3257	1	2	22	1	5000	1	1	1	8	5	0	0	0	0.5	30	15	1	0	8	15
3262	1	5	26	1	4000	1	3	1	10	5	1	0	0	0.5	20	5	0.915	1	11	12.5
3271	2	1	22	1	3000	1	2	0	2	5	1	0	0	0.835	14	20	1	1	12	15
3273	1	1	24	0	24000	1	2	0	9	4	0	0	0	0.67	14	2.5	1.33	1	8	20
3274	2	1	21	0	5000	1	1	0	9	3	0	0	0	0.33	12	2.5	1	1	10	10
3278	2	2	25	1	10000	1	1	0	8	5	0	0	0	0.67	12	10	1.17	1	6	5
3281	2	1	22	0	35000	1	1	1	6	3	0	0	0	0.5	12	3.75	1	1	4	10
3284	1	1	20	0	10000	1	3	0	6	3	0	0	0	0.17	8	2.5	0.67	1	8	10
3285	1	2	30	1	5000	1	1	0	8	3	0	0	0	0.33	8	2.5	1.335	1	8	35
3293	1	7	60	1	35000	1	3	0	8	4	0	0	0	0.67	20	5	0.67	0	8	15
3299	2	1	23	1	2000	1	1	1	6	3	0	0	0	0.5	10	3.75	0.67	1	12	15
3302	2	1	19	0	16000	1	1	1	9	1	0	0	0	0.5	10	5	1.17	0	4	15
3312	1	2	27	0	4000	1	1	0	2	1	0	0	0	0.33	8	5	1.335	1	8	35
3314	1	1	29	0	35000	1	3	0	8	0	0	0	1	1	16	10	1.17	1	10	15
3316	2	2	25	1	5000	1	1	0	8	5	0	0	0	1	30	2.5	1.67	1	12	2.5
3318	2	2	25	0	5000	1	3	1	8	4	0	0	0	0.67	15	7.5	1.67	1	18	5
3319	2	2	31	1	18000	1	2	1	8	0	0	1	0	0.5	10	10	1	1	10	20
3325	1	7	53	1	8000	1	1	0	2	5	1	0	0	0.33	10	2.5	0.67	1	8	10
3328	2	2	26	0	10000	1	1	0	8	5	0	0	0	0.67	12	2.5	0.67	0	6	10
3332	1	7	37	1	8000	1	2	0	8	5	0	0	0	0.5	20	5	0.67	1	8	10
3335	1	2	36	0	10000	1	1	0	8	5	0	0	0	0.5	16	5	1.17	1	8	10
3338	2	1	19	1	16000	1	2	0	8	4	0	0	0	0.5	12	5	0.67	0	8	2.5
3342	1	1	25	1	14000	1	3	0	1	5	0	0	0	0.33	10	2.5	0.67	0	8	15
3344	1	2	56	1	12000	1	1	1	8	2	0	0	0	0.67	16	2.5	1	1	8	15
3350	2	1	22	1	3000	1	1	0	6	2	0	0	0	0.33	10	5	1	1	10	35
3351	1	7	40	0	10000	1	2	0	8	5	0	0	0	0.33	6	2.5	1.67	1	8	20
3355	1	2	62	1	26000	1	1	1	8	0	0	1	0	0.5	20	5	1	1	8	15
3356	1	2	26	0	20000	1	3	0	1	5	0	0	0	1	30	15	1.17	1	10	15
3360	2	1	55	0	4000	1	1	0	6	2	0	0	0	0.5	10	5	1.83	1	12	20
3369	2	1	29	1	10000	1	2	0	8	5	0	0	0	0.67	16	2.5	1.5	1	8	10
3374	1	2	45	1	28000	1	1	0	2	0	1	0	0	0.5	12	30	1.67	1	12	10
3377	1	1	23	0	10000	1	1	1	6	5	0	0	0	0.67	4	2.5	0.67	0	8	15
3379	2	1	29	0	4000	1	1	0	8	0	0	0	1	0.5	10	5	0.83	1	16	10
3383	1	1	21	0	2000	1	2	1	1	5	1	0	0	0.5	30	40	1.25	1	14	17.5
3385	1	4	32	0	5000	1	1	0	2	5	0	0	0	0.5	14	10	1	1	8	25
3391	1	2	28	1	14000	1	3	0	8	2	0	0	0	0.83	30	2.5	1.335	1	8	17.5
3398	1	2	25	0	4000	1	2	0	2	5	0	0	0	0.5	16	10	1.67	1	8	20
3406	1	2	29	1	20000	1	3	1	8	2	0	0	0	0.83	10	2.5	1.5	1	10	10
3409	2	1	21	0	14000	1	2	1	1	5	0	0	0	0.5	10	5	1.5	1	8	10
3418	2	1	23	0	4000	1	1	0	2	5	0	0	0	0.5	12	2.5	1.67	1	8	45
3419	1	1	22	1	12000	1	2	0	8	5	0	0	0	1	30	5	0.83	1	8	15
3420	1	1	22	0	7000	1	1	0	6	5	0	0	0	0.33	6	2.5	0.67	1	8	10
3426	2	1	56	0	5000	1	1	0	2	0	0	1	0	0.585	30	5	1	1	6	15
3427	2	1	23	0	2000	1	2	1	6	3	0	0	0	0.835	14	20	2	1	16	2.5
3431	2	1	19	0	12000	1	2	0	8	5	0	0	0	0.67	17	6.25	1	1	6	20
3440	1	2	27	0	7000	1	2	1	2	0	0	1	0	0.67	20	2.5	1	1	8	25
3444	1	2	26	0	7000	1	1	0	6	0	0	1	0	0.5	6	5	0.67	0	8	15
3446	1	6	30	1	7000	1	1	0	8	4	0	0	0	0.83	12	5	1.67	1	12	10
3447	1	2	34	1	14000	1	2	0	2	3	0	0	0	0.5	30	15	0.83	1	8	15
3461	2	1	25	1	12000	1	1	1	7	2	0	0	0	0.33	10	2.5	2	1	10	20
3471	2	2	37	0	4000	1	1	0	2	5	0	0	0	0.415	11	2.5	2	1	14	5
3473	1	1	29	1	20000	1	2	0	8	0	0	1	0	0.83	12	2.5	1.33	1	8	20
3478	1	2	26	1	20000	1	1	0	8	5	0	0	0	0.33	10	2.5	0.83	0	8	15
3480	2	1	21	1	3000	1	1	1	11	2	0	0	0	0.75	30	6.25	1	1	8	10
3485	1	2	30	0	10000	1	1	1	8	3	0	0	0	0.33	6	2.5	0.67	0	11	12.5
3488	2	1	20	0	4000	1	1	0	8	5	0	0	0	0.5	10	5	1	1	4	10
3490	2	1	25	1	10000	1	2	0	8	5	0	0	0	0.5	12	5	0.67	0	8	15
3491	1	2	27	1	3000	1	1	0	8	5	1	0	0	1	20	2.5	1.25	1	12	25
3497	1	1	22	1	16000	1	2	0	11	2	0	0	0	0.33	10	2.5	1	1	8	10
3501	1	2	38	1	6000	1	2	0	1	5	0	0	0	0.67	6	5	1	1	8	10
3504	2	1	20	1	4000	1	1	0	8	5	0	0	0	0.5	12	5	1	0	8	25
3513	1	1	25	0	10000	1	2	1	6	1	0	0	0	0.5	14	5	0.83	0	8	15
3519	1	2	24	1	4000	1	1	0	8	5	0	0	0	1	16	10	1.67	1	12	25
3532	2	1	24	0	8000	1	1	0	6	2	0	0	0	0.5	10	5	1	0	12	20
3540	2	1	27	1	4000	1	1	1	11	5	0	0	0	0.33	10	5	0.33	1	10	25
3542	1	2	50	0	14000	1	2	0	8	2	0	0	0	0.67	20	5	1	1	10	25
3553	2	2	24	1	2000	1	1	1	8	5	0	0	0	0.67	14	2.5	0.17	0	10	5
3555	2	2	24	0	5000	1	1	0	7	5	0	0	0	0.67	12	2.5	1	1	4	15
3556	1	1	22	0	5000	1	2	0	6	5	1	0	0	0.67	30	10	1	1	8	10
3558	2	1	24	0	10000	1	1	0	11	2	1	0	0	1	20	2.5	1.5	1	12	10
3559	2	1	31	0	2000	1	2	1	11	5	0	0	0	0.67	14	2.5	0.33	0	10	15
3565	1	2	31	1	10000	1	1	0	7	0	0	0	1	0.5	14	10	1.33	1	12	20
3567	2	1	23	1	20000	1	1	1	8	5	0	0	0	0.67	12	10	1.33	1	8	10
3571	1	1	25	1	35000	1	4	0	8	5	0	0	0	0.67	10	10	0.75	1	9	17.5
3572	1	6	32	1	22000	1	2	0	8	2	0	0	0	0.67	20	2.5	1.415	1	12	15
3574	1	1	22	1	7000	1	3	0	8	5	0	0	0	0.5	8	15	0.915	1	7	7.5
3583	1	1	25	1	10000	1	2	0	2	5	0	0	0	0.83	30	15	1.17	1	8	10
3584	2	4	40	0	10000	1	1	0	1	5	0	0	0	0.5	12	10	1.17	1	12	15
3589	2	2	26	0	5000	1	1	0	2	5	0	0	0	0.67	12	2.5	1	0	6	20
3591	2	1	24	1	4000	1	1	0	8	5	0	0	0	0.83	30	3.75	0.83	1	8	20
3592	2	6	47	0	6000	1	1	1	2	5	0	0	0	0.33	6	2.5	1	1	8	15
3603	1	2	37	0	35000	1	2	0	9	4	0	0	0	1.17	30	25	1.17	1	10	15
3606	1	1	25	0	20000	1	2	0	6	3	0	0	0	0.5	6	2.5	0.83	0	8	15
3613	1	2	25	1	10000	1	1	1	8	5	0	0	0	0.5	8	5	1	1	8	10
3625	1	1	20	0	16000	1	1	0	8	5	0	0	0	0.5	6	15	1	1	8	10
3632	1	7	72	1	16000	1	1	0	8	5	0	0	0	0.5	30	15	1	1	8	15
3639	2	4	42	0	12000	1	1	0	8	5	0	0	0	0.585	30	5	1.67	1	8	10
3641	1	4	33	0	5000	1	2	0	8	5	0	0	0	0.5	12	5	1.17	1	8	10
3644	2	1	23	0	10000	1	2	0	2	4	0	0	0	0.33	12	2.5	1	1	6	20
3648	1	7	31	0	14000	1	2	0	8	5	0	0	0	0.67	8	2.5	0.67	0	8	15
3649	2	2	28	0	10000	1	1	0	8	5	0	0	0	0.5	10	5	0.83	1	12	20
3657	2	3	25	0	10000	1	1	1	8	5	0	0	0	0.5	10	3.75	1.5	1	8	30
3659	1	1	25	0	35000	1	3	0	8	5	1	0	0	1	14	2.5	1.17	1	10	15
3662	1	7	60	0	10000	1	1	0	8	3	0	0	0	0.67	14	2.5	1	1	8	10
3663	2	3	23	0	9000	1	2	0	6	1	0	0	0	0.5	10	5	0.67	0	8	35
3664	1	2	29	1	5000	1	1	1	8	1	1	0	0	0.5	10	2.5	1.335	1	8	35
3665	1	7	36	0	12000	1	1	0	8	5	0	0	0	0.67	10	10	1.67	1	12	10
3669	2	1	20	1	20000	1	2	1	8	5	0	0	0	0.5	10	5	0.83	1	6	10
3671	1	6	33	1	4000	1	2	0	2	3	0	0	0	0.67	20	5	1	1	8	15
3678	2	2	27	0	16000	1	1	0	8	5	0	0	0	0.5	10	5	1	0	8	15
3680	2	1	20	0	3000	1	1	0	8	4	0	0	0	1	18	10	2	1	12	15
3682	1	7	56	1	18000	1	3	0	8	5	0	0	0	0.5	16	2.5	1.67	1	8	20
3684	2	1	19	0	4000	1	2	0	6	5	0	0	0	0.915	18	2.5	1.5	1	12	15
3685	2	1	24	0	2000	1	1	0	8	5	0	0	0	1	20	2.5	1.17	1	16	30
3686	1	7	31	1	8000	1	1	0	11	3	0	0	0	0.33	10	2.5	0.67	0	11	12.5
3689	2	1	45	0	10000	1	1	0	6	3	0	0	0	0.5	12	5	0.67	0	8	15
3694	2	4	39	0	5000	1	1	1	8	5	0	0	0	0.5	15	6.25	0.83	1	8	20
3696	1	7	36	0	16000	1	2	0	8	5	0	0	0	0.67	30	70	0.83	1	8	15
3698	2	2	23	0	10000	1	1	0	11	3	0	0	0	0.83	20	5	1	0	6	15
3699	2	1	21	0	10000	1	1	0	6	5	0	0	0	0.915	18	2.5	1.17	0	12	5
3701	2	1	21	1	7000	1	1	0	1	5	0	0	0	0.83	14	5	0.67	1	8	40
3704	1	6	61	1	22000	1	2	0	8	5	0	0	0	0.5	20	5	1	1	8	10
3706	1	7	53	0	8000	1	1	0	8	5	0	0	0	0.5	8	2.5	0.83	0	8	15
3707	2	1	20	1	6000	1	1	0	2	5	0	0	0	0.83	30	3.75	1	0	8	20
3711	1	2	26	0	20000	1	2	0	8	5	0	0	0	0.5	10	10	1	1	8	10
3714	1	7	35	1	10000	1	1	0	8	3	0	0	0	0.33	6	2.5	1	1	8	10
3718	2	2	25	0	7000	1	2	0	8	2	0	0	0	1	30	2.5	2.17	0	8	20
3723	2	1	53	0	7000	1	1	1	8	5	0	0	0	0.915	20	5	2.33	1	14	25
3728	1	1	27	0	6000	1	1	0	6	1	0	0	0	0.5	8	10	1.085	1	8	15
3733	2	4	28	0	8000	1	1	0	11	5	0	0	0	0.33	10	2.5	0.5	0	8	15
3741	1	5	61	1	5000	1	1	0	8	5	0	0	0	0.17	4	60	0.33	1	14	2.5
3745	2	1	22	0	14000	1	1	0	8	5	0	0	0	0.5	10	10	1	0	12	10
3754	1	1	28	1	2000	1	1	0	11	5	0	0	0	0.67	10	5	1.17	1	8	2.5
3761	2	1	19	1	16000	1	3	0	8	2	0	0	0	0.83	30	3.75	1	1	6	40
3763	2	1	22	0	1000	1	1	0	2	5	0	0	0	0.415	11	2.5	1.83	1	16	15
3772	1	7	50	1	18000	1	1	0	8	5	0	0	0	0.5	8	2.5	1	1	8	15
3773	2	4	55	0	12000	1	1	0	1	5	0	0	0	0.67	20	10	0.67	0	8	10
3778	2	1	25	1	10000	1	2	0	6	2	0	0	0	0.83	30	3.75	1.67	1	10	15
3779	1	1	22	0	10000	1	2	0	8	5	0	0	0	0.67	14	5	1.5	1	10	10
3780	1	3	36	1	18000	1	1	0	8	0	0	0	1	0.33	10	2.5	1	1	8	10
3784	2	2	24	0	4000	1	1	0	2	5	0	0	0	1	6	2.5	0.83	1	8	20
3788	1	2	33	1	6000	1	2	1	1	1	0	0	0	0.67	20	2.5	2	1	12	10
3791	1	1	20	1	30000	1	3	0	8	5	0	0	0	0.5	10	5	0.83	1	6	10
3792	1	2	25	0	12000	1	2	0	2	4	0	0	0	0.5	14	10	1	1	8	25
3794	2	2	27	0	10000	1	1	0	8	5	0	0	0	0.75	9	6.25	0.67	1	6	15
3799	2	2	33	0	8000	1	1	0	1	5	0	0	0	0.5	10	5	1.33	1	6	10
3801	2	1	28	1	2000	1	2	0	1	2	0	0	0	0.915	20	5	2.5	1	12	15
3806	2	2	30	1	3000	1	1	0	8	5	0	0	0	0.33	20	2.5	1	1	8	10
3808	1	3	30	0	30000	1	2	0	9	5	0	0	0	0.5	14	2.5	0.585	0	6	15
3811	2	1	23	1	4000	1	1	1	11	0	0	1	0	0.5	18	5	2	0	10	15
3814	1	7	63	1	14000	1	1	0	8	5	0	0	0	0.67	20	2.5	1.67	1	12	10
3819	2	1	23	1	3000	1	1	0	2	5	0	0	0	0.83	14	5	1	1	8	10
3822	1	7	59	1	26000	1	3	0	8	5	0	0	0	0.67	16	10	1.17	1	8	35
3827	1	7	58	0	12000	1	1	0	8	5	0	0	0	1	10	2.5	1.17	1	10	15
3830	1	1	25	1	14000	1	1	1	1	5	0	0	0	0.67	14	5	0.83	1	12	17.5
3834	2	7	55	1	12000	1	1	0	9	4	0	0	0	0.5	12	2.5	1.33	1	12	20
3836	2	1	23	1	1000	1	1	0	6	5	0	0	0	0.415	12	5	1.33	1	14	15
3847	2	1	59	0	4000	1	1	0	6	5	0	0	0	0.75	9	5	1.5	1	18	5
3851	1	7	39	0	22000	1	1	0	2	5	0	0	0	0.83	16	15	1.5	1	10	10
3854	1	2	26	0	5000	1	2	0	2	5	0	0	0	1	30	5	0.915	1	10	7.5
3857	2	2	25	0	2000	1	1	0	2	4	0	0	0	0.915	18	2.5	1	0	12	15
